"","v_timBn","v_nt_tm","v_eag","v_lag","v_mag","v_pllng","v_pallt","v_n_spc","Nrth_Nr","Sth_Nrt","Sth_Sth","Nrth_St","prcnt_n","prcnt_s","lg_v_lg","log_v_g","lg_v_mg","TIME","PLATEID","TIME.1","PLATEID1","NAME"
"334",14.5,"(14,15]",15.97,13.6,14.785,-93.49,16.41,11,11,0,0,0,100,0,2.61006979274201,2.77071196222692,2.69361315330444,14.5,215,14.5,10018,"NA TrF1"
"344",14.5,"(14,15]",15.97,13.6,14.785,-94.06,42.43,80,80,0,0,0,100,0,2.61006979274201,2.77071196222692,2.69361315330444,14.5,101,14.5,10024,"NA TeG 2"
"354",14.5,"(14,15]",15.97,13.6,14.785,-94.26,42.99,24,24,0,0,0,100,0,2.61006979274201,2.77071196222692,2.69361315330444,14.5,101,14.5,10024,"NA TeG 2"
"364",14.5,"(14,15]",15.97,13.6,14.785,-94.71,39.93,50,50,0,0,0,100,0,2.61006979274201,2.77071196222692,2.69361315330444,14.5,101,14.5,10024,"NA TeG 2"
"374",14.5,"(14,15]",15.97,13.6,14.785,-94.77,42.81,51,51,0,0,0,100,0,2.61006979274201,2.77071196222692,2.69361315330444,14.5,101,14.5,10024,"NA TeG 2"
"384",14.5,"(14,15]",15.97,13.6,14.785,-95.14,39.97,16,16,0,0,0,100,0,2.61006979274201,2.77071196222692,2.69361315330444,14.5,101,14.5,10024,"NA TeG 2"
"394",14.5,"(14,15]",15.97,13.6,14.785,-95.16,43.36,25,25,0,0,0,100,0,2.61006979274201,2.77071196222692,2.69361315330444,14.5,101,14.5,10024,"NA TeG 2"
"137",15.5,"(15,16]",16.3,15.5,15.9,-68.12,-46.62,28,0,0,28,0,0,100,2.7408400239252,2.79116510781272,2.76631910922619,15.5,291,15.5,20021,"SA TeF"
"230",15.5,"(15,16]",16.3,15.5,15.9,-72.46,1.22,29,0,0,29,0,0,100,2.7408400239252,2.79116510781272,2.76631910922619,15.5,201,15.5,10009,"SA TrF 4"
"138",16.5,"(16,17]",17.5,16.3,16.9,-65.57,-53.23,154,0,0,154,0,0,100,2.79116510781272,2.86220088092947,2.82731362192903,16.5,280,16.5,20021,"SA TeF"
"236",16.5,"(16,17]",17.5,16.3,16.9,-66.08,-20.86,13,0,0,13,0,0,100,2.79116510781272,2.86220088092947,2.82731362192903,16.5,201,16.5,10033,"SA TrF 3"
"328",16.5,"(16,17]",17.5,16.3,16.9,-66.14,-52.32,13,0,0,13,0,0,100,2.79116510781272,2.86220088092947,2.82731362192903,16.5,280,16.5,20021,"SA TeF"
"427",16.5,"(16,17]",17.5,16.3,16.9,-66.22,-50.68,17,0,0,17,0,0,100,2.79116510781272,2.86220088092947,2.82731362192903,16.5,280,16.5,20021,"SA TeF"
"527",16.5,"(16,17]",17.5,16.3,16.9,-66.91,-52.33,28,0,0,28,0,0,100,2.79116510781272,2.86220088092947,2.82731362192903,16.5,280,16.5,20021,"SA TeF"
"622",16.5,"(16,17]",17.5,16.3,16.9,-68.95,-49.09,32,0,0,32,0,0,100,2.79116510781272,2.86220088092947,2.82731362192903,16.5,280,16.5,20021,"SA TeF"
"139",17.5,"(17,18]",20.43,13.6,17.015,-113.06,35.57,16,16,0,0,0,100,0,2.61006979274201,3.01700440882953,2.83409530795287,17.5,101,17.5,10027,"NA TeF"
"237",17.5,"(17,18]",20.43,13.6,17.015,-114.43,36.08,27,27,0,0,0,100,0,2.61006979274201,3.01700440882953,2.83409530795287,17.5,176,17.5,10027,"NA TeF"
"140",18.5,"(18,19]",20.43,15.97,18.2,-96.91,43.38,53,53,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10024,"NATeG 2"
"238",18.5,"(18,19]",20.43,15.97,18.2,-97.15,42.82,29,29,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10024,"NATeG 2"
"329",18.5,"(18,19]",20.43,15.97,18.2,-98.67,42.51,171,171,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10024,"NATeG 2"
"428",18.5,"(18,19]",20.43,15.97,18.2,-98.46,41,34,34,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10024,"NATeG 2"
"528",18.5,"(18,19]",20.43,15.97,18.2,-98.29,41.84,18,18,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10024,"NATeG 2"
"623",18.5,"(18,19]",20.43,15.97,18.2,-99.47,41,18,18,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10024,"NATeG 2"
"719",18.5,"(18,19]",20.43,15.97,18.2,-100.33,41.54,12,12,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10024,"NATeG 2"
"816",18.5,"(18,19]",20.43,15.97,18.2,-102.16,43.54,23,23,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10024,"NATeG 2"
"915",18.5,"(18,19]",20.43,15.97,18.2,-102.68,36.05,23,23,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"1015",18.5,"(18,19]",20.43,15.97,18.2,-103.26,43.59,33,33,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"1113",18.5,"(18,19]",20.43,15.97,18.2,-103.4,50.09,45,45,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"1211",18.5,"(18,19]",20.43,15.97,18.2,-112.8,35.63,15,15,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"1310",18.5,"(18,19]",20.43,15.97,18.2,-112.86,33.9,24,24,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,106,18.5,10027,"NA TeF"
"146",18.5,"(18,19]",20.43,15.97,18.2,-111.71,32.97,13,13,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,106,18.5,10027,"NA TeF"
"156",18.5,"(18,19]",20.43,15.97,18.2,-114.67,45.65,11,11,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,173,18.5,10027,"NA TeF"
"166",18.5,"(18,19]",20.43,15.97,18.2,-115,42.65,29,29,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,178,18.5,10027,"NA TeF"
"176",18.5,"(18,19]",20.43,15.97,18.2,-115.22,45.86,12,12,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,173,18.5,10027,"NA TeF"
"186",18.5,"(18,19]",20.43,15.97,18.2,-71.25,38.03,20,20,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"196",18.5,"(18,19]",20.43,15.97,18.2,-80.25,5.59,18,16,2,0,0,88.89,11.11,2.77071196222692,3.01700440882953,2.90142159408275,NA,NA,18.5,10043,"NA TrF 3"
"206",18.5,"(18,19]",20.43,15.97,18.2,-78.29,29.05,13,13,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"2112",18.5,"(18,19]",20.43,15.97,18.2,-78.8,28.87,28,28,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"2211",18.5,"(18,19]",20.43,15.97,18.2,-80.63,29.76,11,11,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"239",18.5,"(18,19]",20.43,15.97,18.2,-91.77,30.1,21,21,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"246",18.5,"(18,19]",20.43,15.97,18.2,-92.18,29.92,24,24,0,0,0,100,0,2.77071196222692,3.01700440882953,2.90142159408275,18.5,101,18.5,10027,"NA TeF"
"147",19.5,"(19,20]",21,17.5,19.25,-61.37,-45.68,22,0,0,22,0,0,100,2.86220088092947,3.04452243772342,2.95751106073379,19.5,291,19.5,20021,"SA TeF"
"240",19.5,"(19,20]",23.03,15.97,19.5,-63.61,-41.69,16,0,0,16,0,0,100,2.77071196222692,3.13679771383259,2.9704144655697,19.5,291,19.5,20021,"SA TeF"
"330",19.5,"(19,20]",23.03,15.97,19.5,-64.4,-48.24,22,0,0,22,0,0,100,2.77071196222692,3.13679771383259,2.9704144655697,19.5,291,19.5,20021,"SA TeF"
"429",19.5,"(19,20]",21,17.5,19.25,-64.74,-48.1,68,0,0,68,0,0,100,2.86220088092947,3.04452243772342,2.95751106073379,19.5,291,19.5,20021,"SA TeF"
"529",19.5,"(19,20]",23.03,15.97,19.5,-64.71,-53.68,69,0,0,69,0,0,100,2.77071196222692,3.13679771383259,2.9704144655697,19.5,280,19.5,20021,"SA TeF"
"624",19.5,"(19,20]",23.03,15.97,19.5,-65.52,-41.53,23,0,0,23,0,0,100,2.77071196222692,3.13679771383259,2.9704144655697,19.5,291,19.5,20021,"SA TeF"
"720",19.5,"(19,20]",23.03,15.97,19.5,-65.88,-51.49,10,0,0,10,0,0,100,2.77071196222692,3.13679771383259,2.9704144655697,19.5,280,19.5,20021,"SA TeF"
"817",19.5,"(19,20]",23.03,15.97,19.5,-66.58,-49.6,37,0,0,37,0,0,100,2.77071196222692,3.13679771383259,2.9704144655697,19.5,280,19.5,20021,"SA TeF"
"916",19.5,"(19,20]",23.03,15.97,19.5,-69.96,7.66,11,0,0,11,0,0,100,2.77071196222692,3.13679771383259,2.9704144655697,19.5,228,19.5,10015,"SA TrF 2"
"148",21.5,"(21,22]",23.03,20.44,21.735,-88.46,30.59,21,21,0,0,0,100,0,3.0174937653355,3.13679771383259,3.07892386444076,21.5,101,21.5,10027,"NA TeF"
